business_name,website,email,phone,whatsapp,country_code,city,niche,platform,instagram_handle,facebook_url,score,status,priority,enrichment_status,first_source,created_at,last_enrichment_attempt_at,notes
"Geneve Novelties Watch Co.",https://genevenovelties.com/,info@genevenovelties.com,,96594903860,KW,,"onlineStore, inStore",woocommerce,genevenoveltieskw,https://facebook.com/genevenovelties,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Al Hadaya Mall",https://alhadayamall.com,info@alhadayamall.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
SALEZONE,https://salezone.sa/,info@salezone.sa,966543043021,966583336681,KW,,onlineStore,,salezone.ksa,,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Taif Al Emarat",https://taifalemarat.com/en,info@taifalemarat.com,+9718008243,971528820010,KW,,onlineStore,shopify,taifalemarat,https://facebook.com/taifalemarat,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Brandish Kw",https://www.brandishkw.com,info@brandishkw.com,+96541111042,,KW,,"onlineStore, inStore",,brandish.kw,,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Q8leds,https://q8leds.com/ae/,info@q8leds.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Sayyar,https://www.sayyar.com/,info@sayyar.com,,966555700007,KW,,onlineStore,,sayyargcc,https://facebook.com/sayyarksa,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Kaif,https://kaif.co/,info@kaif.co,"+965 67700533",,KW,,onlineStore,shopify,kaif.co,,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Al Mandoos",https://almandoos.com/ar/,info@almandoos.com,+971545811013,,KW,,onlineStore,magento,almandoos1986,https://facebook.com/almandoos1986,85,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"V Luxury 1",https://vluxury1.com/,info@vluxury1.com,,,KW,,onlineStore,woocommerce,,,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Sacoor Brothers",https://kw.sacoorbrothers.com/,info@kw.sacoorbrothers.com,,,KW,,onlineStore,shopify,sacoorbrothers,https://facebook.com/SacoorBrothers,80,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Abdulwahab Al-Ghamdi",https://mosds9.com/ar-kw/,info@mosds9.com,966550177520,,KW,,onlineStore,,agg_sa_co,https://facebook.com/mosds9,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"ancy store",https://ancy.store/,info@ancy.store,,966558558694,KW,,onlineStore,,ancy_store1,,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
MDLBEAST,https://mdlbeast.com/,info@mdlbeast.com,00966920000208,966554067794,KW,,onlineStore,,,https://facebook.com/MDLBEAST,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
BARLLINA,https://barllina.com/,info@barllina.com,,966559662425,KW,,onlineStore,,barllina,https://facebook.com/Barllinaofficial,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
Aromatic,https://aromatic-kw.com/,info@aromatic-kw.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Ice Games",https://icegames.co/,info@icegames.co,++97317620993,97317620993,KW,,onlineStore,,icegames,,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Loja Store",https://lojastoregt.com/,info@lojastoregt.com,971503661159,971503661159,KW,,"onlineStore, inStore",,lojastoregt,https://facebook.com/lojastoregt,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Dokhoon Pure",https://dokhoon-pure.com/,info@dokhoon-pure.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"UFC GYM",https://www.ufcgym.me/,info@ufcgym.me,971800832496,971800832496,KW,,"onlineStore, inStore",,ufcgymuae,https://facebook.com/ufcgymuae,75,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Active Store",https://activestorekw.com,info@activestorekw.com,,,KW,,"onlineStore, inStore",woocommerce,activestorekw,,80,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"LOUZAN FASHION",https://louzanfashion.com/,info@louzanfashion.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:52",,
ordrat.net,https://ordrat.net,info@ordrat.net,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:52",,
Firefly,https://firefly.com.kw,info@firefly.com.kw,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:52",,
"Nishat Linen",https://www.nishatlinenuae.com/,info@nishatlinenuae.com,+971528250956,,KW,,onlineStore,shopify,nishatlinenuae,https://facebook.com/nishatlinenuae,85,new,warm,completed,tabby,"2026-06-20 23:16:53",,
Blends,https://blendshome.com,info@blendshome.com,,966508662726,KW,,onlineStore,,blends_Home,https://facebook.com/blends_Home,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Pro Sports Kuwait",https://www.prosportskw.com/,info@prosportskw.com,"+965 66 786 789",96566786789,KW,,onlineStore,shopify,prosportskw,https://facebook.com/prosportskw,85,new,warm,completed,tabby,"2026-06-20 23:16:53",,
Vortek,http://www.vortek.com.kw,info@vortek.com.kw,,96551661231,KW,,onlineStore,,vortek_kw,https://facebook.com/vortekkuwait,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Herb and Oil",https://herbandoil1.com,info@herbandoil1.com,966559963898,966534072221,KW,,onlineStore,,herbandoil1,,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Mashaer Perfumes",https://mashaer.store/,info@mashaer.store,+966500000000,96596972223,KW,,onlineStore,,mashaerofficial,https://facebook.com/mashaer,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"B2B integrated Co.",https://b2b.com.kw/,info@b2b.com.kw,+96598067221,,KW,,onlineStore,,b2b_auto,https://facebook.com/b2bauto,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Oil and gear ",https://shifttik.com/,info@shifttik.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:53",,
Al-Jraiwy,https://aljraiwyonline.com/,info@aljraiwyonline.com,976939531803040,,KW,,"onlineStore, inStore",shopify,,,80,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Niche Gallerie",https://nichegallerie.com/,info@nichegallerie.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Time Keeper",https://time-keeper.com/,info@time-keeper.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:53",,
" FitNeeds",https://fitneeds.sa/,info@fitneeds.sa,,,KW,,onlineStore,,fitneeds.sa,https://facebook.com/fitneeds.sa,70,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"Regal Honey",https://safeerperfumes.com/,info@safeerperfumes.com,+966558085052,966558085052,KW,,onlineStore,,safeer_perfumes,,75,new,warm,completed,tabby,"2026-06-20 23:16:53",,
"fluffy cookies",https://fluffyae.company.site,info@fluffyae.company.site,+971506349234,,AE,,"onlineStore, inStore",,fluffy.u.ae,,75,new,warm,completed,tabby,"2026-06-20 23:17:48",,
"COOL KIDS",https://coolkidsksa.com/ar-kw/,info@coolkidsksa.com,966507552062,966507552062,KW,,onlineStore,,coolkids_ksa,,75,new,warm,completed,tabby,"2026-06-20 23:17:49",,
"beuaty vitamine",https://www.beauty-vitamins.com/en-kw,info@beauty-vitamins.com,+96550546535,,AE,,"onlineStore, inStore",shopify,beauty_vitamins24,https://facebook.com/share/1B4eR3X8ps,85,new,warm,completed,tabby,"2026-06-20 23:18:17",,
"Foodland group",https://foodlandgroup.ae/,info@foodlandgroup.ae,,,AE,,inStore,woocommerce,ancora_themes,https://facebook.com/AncoraThemes,80,new,warm,completed,tabby,"2026-06-20 23:18:53",,
"Shadoo Electronics",https://shadoo.ae,info@shadoo.ae,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:21:02",,
"Better Life",https://www.betterlifeuae.com/,info@betterlifeuae.com,,,AE,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:21:30",,
